表格,FCA编号,中文名称,CAS号,使用范围和最大使用量/%,SML/QM/(mg/kg),SML(T)/(mg/kg),SML(T),分组编号,其他要求
A3,FCA0702,"丁二酸二甲酯和 4-羟基 -2,2,6,6-四甲基 -1-哌啶乙醇的聚合物",65447-77-0;70198-29-7,0.5 30(SML),,,,,
A3,FCA0709,丁香酚,97-53-0,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A3,FCA0710,煅烧高岭土,92704-41-1;66402-68-4,按生产需要适量使用,,,,,
A3,FCA0711,对苯醌,106-51-4,1.5,,,,,
A3,FCA0717,对羟基苯甲酸丙酯,94-13-3,0.001,,,,,
A3,FCA0718,对羟基苯甲酸甲酯,99-76-3,按生产需要适量使用,,,,,
A3,FCA0720,二 -(2-叔丁基过氧化 -异丙基 )-苯,25155-25-3,1.5,,,,,
A3,FCA0725,"二 [3,5-二 -(1,1-二甲基乙基 )-4-羟基 -]苯丙酸硫杂二甘醇酯",41484-35-9,0.5 2.4(SML),,,,,
A3,FCA0729,二苯酮,119-61-9,按生产需要适量使用  0.6(SML),,,,,
A3,FCA0738,二甲基 (硅氧烷与聚硅氧烷 )和二氧化硅的反应产物,67762-90-7,按生产需要适量使用,,,,,
A3,FCA0744,二价和三价氧化铁的混合物,1332-37-2,"3 应符合着色剂纯度要求 ,见注 ;铁元素 SML应符合附录 C规定",,,,,
A3,FCA0747,二硫化四甲基秋兰姆 ;四甲基硫代过氧化二碳酸二酰胺,137-26-8,1.5,,,,,
A3,FCA0759,二氧化硅,7631-86-9;112945-52-5;14808-60-7,按生产需要适量使用,,,,,
A3,FCA0761,二氧化钛与正辛基三乙氧基硅烷的反应产物 ;正辛基三乙氧基硅烷改性二氧化钛  — 25,,,,,,,
A3,FCA0763,二乙醇胺,111-42-2,5 0.3(SML),,,,,
A3,FCA0765,二乙基二硫代氨基甲酸锌,14324-55-1,1.5 锌元素 SML应符合附录 C规定,,,,,
A3,FCA0771,方石英 ;方英石,14464-46-1,按生产需要适量使用,,,,,
A3,FCA0773,沸石,1318-02-1,按生产需要适量使用,,,,,
A3,FCA0774,氟修饰氧化铝表面处理的二氧化钛  — 25,,,,,,,
A3,FCA0782,硅胶,112926-00-8;63231-67-4,按生产需要适量使用,,,,,
A3,FCA0784,硅酸,1343-98-2,按生产需要适量使用,,,,,
A3,FCA0791,硅酸铝钠,1344-00-9,按生产需要适量使用,,,,,
A3,FCA0792,硅酸镁,1343-88-0,按生产需要适量使用,,,,,
A3,FCA0795,硅藻土,61790-53-2,按生产需要适量使用,,,,,
A3,FCA0800,癸二酸二正丁酯,109-43-3,按生产需要适量使用  60 32,,,,,
A3,FCA0809,过氧化苯甲酰,94-36-0,按生产需要适量使用,,,,,
A3,FCA0810,过氧化二叔丁基醚,110-05-4,1.5,,,,,
A3,FCA0812,过氧化二异丙苯,80-43-3,1.5,,,,,
A3,FCA0819,褐煤蜡,8002-53-7,按生产需要适量使用,,,,,
A3,FCA0824,滑石粉,14807-96-6,按生产需要适量使用,,,,,
A3,FCA0827,环氧大豆油,8013-07-8,"按生产需要适量使用  60 32 用于生产婴幼儿专用食品接触材料或制品时 ,SML应低于 30mg/kg",,,,,
A3,FCA0838,己二酸二 (2-乙基己基 )酯 ;己二酸二辛酯,103-23-1;123-79-5,35 18(SML) 60 32,,,,,
A3,FCA0863,甲基倍半硅氧烷,68554-70-1,按生产需要适量使用 添加剂中甲基三甲氧基硅烷的残留量小于 1mg/kg,,,,,
A3,FCA0879,甲基丙烯酸甲酯与丙烯酸乙酯的共聚物,9010-88-2,2 6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A3,FCA0900,间苯二胺,108-45-2,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A3,FCA0901,间苯二酚,108-46-3,0.24 2.4(SML),,,,,
A3,FCA0909,焦磷酸钠,7722-88-5,按生产需要适量使用,,,,,
A3,FCA0910,芥酸酰胺 ;(Z)-13-二十二烯酰胺,112-84-5,垫圈 :5,,,,,
A3,FCA0921,聚丁二烯,9003-17-2,"按生产需要适量使用  1(1,3-丁二烯 :QM)或","ND(1,3-丁二烯 :SML,DL=0.01mg/kg)",,,,
A3,FCA0923,聚二甲基硅氧烷,63148-62-9;9016-00-6,按生产需要适量使用 分子量不低于 6800,,,,,
A3,FCA0924,聚二甲基硅氧烷和苯基倍半硅氧烷的共聚物,73138-88-2,按生产需要适量使用,,,,,
A3,FCA0932,聚树脂酸、松香酸、甘油的酯化物,68475-37-6,按生产需要适量使用,,,,,
A3,FCA0935,聚酰胺,25587-80-8;25038-74-8,按生产需要适量使用  5(11-氨基十一酸 :SML),,,,,
A3,FCA0946,聚乙二醇,25322-68-3,按生产需要适量使用  30 2,,,,,
A3,FCA0949,聚乙二醇辛基苯基酯,9004-87-9,2 1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",30,2,,
A3,FCA0961,邻苯二甲酸二 (α-乙基己酯 ),117-81-7,5 1.5(SML) 60 32 生产的材料或制品不得用于接触脂肪性食品、乙醇含量高于 20%的食品和婴幼儿食品,,,,,
A3,FCA0965,邻苯二甲酸二正丁酯 (DBP),84-74-2,5 0.3(SML) 60 32 生产的材料或制品不得用于接触脂肪性食品、乙醇含量高于 20%的食品和婴幼儿食品,,,,,
A3,FCA0966,邻苯二甲酸酐,85-44-9,按生产需要适量使用,,,,,
A3,FCA0972,"磷酸 [(3,5-双叔丁基 -4-羟苯基 )-甲基 ]单乙基酯钙盐 (2∶1)",65140-91-2,0.5 6(SML),,,,,
A3,FCA0973,磷酸 -2-乙基己基二苯酯 ;磷酸二苯异辛酯,1241-94-7,按生产需要适量使用  2.4(SML) 生产的材料或制品仅用于接触非脂肪性食品的材料,,,,,
A3,FCA0978,磷酸二氢钠,7558-80-7,按生产需要适量使用,,,,,
A3,FCA0992,硫代硫酸钠,7772-98-7,按生产需要适量使用  10 19,,,,,
A3,FCA0994,硫磺,7704-34-9,按生产需要适量使用,,,,,
A3,FCA1002,硫酸铜,7758-98-7,按生产需要适量使用 铜元素 SML应符合附录 C规定,,,,,
A3,FCA1003,硫酸锌,7733-02-0,30 锌元素 SML应符合附录 C规定,,,,,
A3,FCA1006,六亚甲基四胺,100-97-0,按生产需要适量使用  15 15,,,,,
A3,FCA1017,氯化镁,7786-30-3,按生产需要适量使用,,,,,
A3,FCA1018,氯化锰,7773-01-5,按生产需要适量使用 锰元素 SML应符合附录 C规定,,,,,
A3,FCA1020,三氟氯乙烯和偏氟乙烯的共聚物,9010-75-7,按生产需要适量使用  5(二氟乙烯 :SML);ND(三氟氯乙烯,":SML,DL=0.01mg/kg)",无相应的三氟氯乙烯迁移量检测方法时可使用,0.5mg/6dm2(QM)作为其限量值,,
A3,FCA1043,硼砂,1303-96-4,按生产需要适量使用  6 16,,,,,
A3,FCA1050,歧化 -α-(壬基苯基 )-ω-羟基 -(聚环氧乙烷 ),68412-54-4,按生产需要适量使用  1(环氧乙烷 :QM)或,"ND(环氧乙烷 :SML,DL=0.01mg/kg)",生产的材料或制品仅用于接触水性和脂肪性食品,,,
A3,FCA1056,羟基封端的二甲基甲基乙烯基 (硅氧烷与聚硅氧烷 ),67923-19-7,按生产需要适量使用,,,,,
A3,FCA1058,羟基甲亚磺酸单钠盐,149-44-0,5,,,,,
A3,FCA1073,氢化椰子油,84836-98-6,按生产需要适量使用,,,,,
A3,FCA1079,氢氧化铝,21645-51-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A3,FCA1081,氢氧化钠,1310-73-2,按生产需要适量使用,,,,,
A3,FCA1093,三氟代 (三氟代甲氧基 )乙烯,1187-93-5,按生产需要适量使用  0.05(SML),,,,,
A3,FCA1099,"三氯化磷与联苯和 2,4-二叔丁基苯酚的反应产物",38613-77-3;119345-01-6,0.1 18(SML),,,,,
A3,FCA1101,三亚乙基四胺,112-24-3,1.5,,,,,
A3,FCA1105,三乙醇胺,102-71-6,5 0.05(SML),,,,,
A3,FCA1117,十二硫醇,112-55-0,5,,,,,
A3,FCA1119,十二烷基 (磺化苯氧基 )苯磺酸二钠,28519-02-0,2.5,,,,,
A3,FCA1121,十二烷基苯磺酸钠,25155-30-0,按生产需要适量使用  30(SML),,,,,
A3,FCA1122,十二烷基硫酸钠,151-21-3,按生产需要适量使用,,,,,
A3,FCA1130,石蜡油,8012-95-1,30 平均分子量不低于 480。100℃时运动黏度不低于 8.5-6m2/×10s。矿物碳氢化合物碳原子数少于 25的物质不高于 5%(质量分数 ),,,,,
A3,FCA1132,石油精,64742-48-9,按生产需要适量使用,,,,,
A3,FCA1133,食用植物油  — 按生产需要适量使用,,,,,,,
A3,FCA1135,"叔二丁基羟基甲苯 (BHT);2,6-二叔丁基对甲基苯酚",128-37-0,"0.1 3(SML) 用于奶嘴时 ,应符合相关标准的要求",,,,,
A3,FCA1136,叔十二烷硫醇,25103-58-6,5,,,,,
A3,FCA1161,四氧化三铁,1317-61-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铁元素 SML应符合附录 C规定",,,,,
A3,FCA1162,四氧化铁镁,12068-86-9,按生产需要适量使用 铁元素 SML应符合附录 C规定,,,,,
A3,FCA1184,妥尔油松香与反丁烯二酸化松香与甲醛的聚合物  — 按生产需要适量使用  15 15,,,,,,,
A3,FCA1209,"亚磷酸三 (2,4-二叔丁基苯 )酯 ;三 (2,4-二叔丁基苯基 )亚磷酸酯 ;抗氧剂 168",31570-04-4,0.5,,,,,
A3,FCA1211,亚硫酸钠,7757-83-7,按生产需要适量使用  10 19,,,,,
A3,FCA1214,亚硝酸钠,7632-00-0,5 0.6(SML),,,,,
A3,FCA1218,羊毛脂,8006-54-0,按生产需要适量使用,,,,,
A3,FCA1222,氧化钙,1305-78-8,按生产需要适量使用,,,,,
A3,FCA1224,氧化镁,1309-48-4,按生产需要适量使用,,,,,
A3,FCA1232,乙醇,64-17-5,按生产需要适量使用,,,,,
A3,FCA1237,乙二胺四乙酸四钠盐,64-02-8,按生产需要适量使用,,,,,
A3,FCA1245,乙酸,64-19-7,按生产需要适量使用,,,,,
A3,FCA1265,乙烯基封端的二甲基 (硅氧烷与聚硅氧烷 ),68083-19-2,按生产需要适量使用,,,,,
A3,FCA1268,乙烯与丙烯的共聚物,9010-79-1,5,,,,,
A3,FCA1273,乙氧基 (富 C13、异 C11~C14)醇,78330-21-9,按生产需要适量使用,,,,,
A3,FCA1275,乙氧基 C16~C18醇,68439-49-6,按生产需要适量使用  0.05(SML),,,,,
A3,FCA1279,乙氧基化蓖麻油,61791-12-6,按生产需要适量使用  42(SML),,,,,
A3,FCA1291,硬脂酸 ;十八烷酸,57-11-4,按生产需要适量使用,,,,,
A3,FCA1292,硬脂酸 -2-辛基十二烷醇酯,22766-82-1,按生产需要适量使用,,,,,
A3,FCA1293,硬脂酸丁酯 ;十八酸丁酯,123-95-5,5 生产的材料或制品仅用于接触非脂肪性食品,,,,,
A3,FCA1294,硬脂酸钙 ;十八酸钙盐,1592-23-0,30,,,,,
A3,FCA1297,硬脂酸钠,822-16-2,按生产需要适量使用,,,,,
A3,FCA1298,硬脂酸锌,557-05-1;91051-01-3,0.3 锌元素 SML应符合附录 C规定,,,,,
A3,FCA1302,油酸钙,142-17-6,按生产需要适量使用,,,,,
A3,FCA1310,"正硅酸四乙酯、1,3-二乙烯基 -1,1,3,3-四甲基二硅氧烷、六甲基二硅氧烷的水解产物",104199-38-4,按生产需要适量使用,,,,,
A3,FCA1311,正硅酸四乙酯与六甲基二硅氧烷的聚合物,104133-09-7,按生产需要适量使用,,,,,
A4,FCA0039,"1,2,4-苯三甲酸三 (2-乙基己基 )酯",3319-31-1,按生产需要适量使用  0.05(SML),,,,,
A4,FCA0041,"1,2-苯并异噻唑基 -3(2H )-酮",2634-33-5,0.02 1.2(SML),,,,,
A4,FCA0042,"1,2-丙二醇",57-55-6,按生产需要适量使用,,,,,
A4,FCA0075,"1,4-丁二醇和 1,3,3-三甲基 -5-异氰酸基 -1-异氰酸基甲基环己烷的聚合物  — 按生产需要适量使用  1(1,3,3-三甲基 -5-异氰酸基 -1-异氰酸 (基 )甲基环己烷 :QM);6(5-氨基 -1,3,3-三甲基环己甲胺 :SML) 0.05(以 6-羟基己酸和己内酯计 );5(以 1,4-丁二醇计 ) 29;30",,,,,,,
A4,FCA0126,"2,2'-(2,5-二苯基硫代 )双 [5-(1,1-二甲基乙基 )苯并唑 ]",7128-64-5,按生产需要适量使用  0.6(SML),,,,,
A4,FCA0131,"2,2,4-三甲基 -1,3-戊二醇二异丁酸酯 ;TX-IB",6846-50-0,按生产需要适量使用  5(SML),,,,,
A4,FCA0136,"2,2-二羟甲基丁醇 ;3-羟甲基丙烷 ;TMP",77-99-6,0.12 6(SML),,,,,
A4,FCA0172,"2-[[5-氨基 -3-甲基 -1-(3-磺苯基 -1H-吡唑 -4-基 ]偶氮 ]4,5-二氯苯磺酸钙盐 (1∶1)",111071-53-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0179,2-苯丙烯,98-83-9,按生产需要适量使用  0.05(SML),,,,,
A4,FCA0189,2-丙烯酸 -2-乙基己酯与苯乙烯的聚合物,25153-46-2,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己酯 :SML),,,,,
A4,FCA0194,2-丙烯酸丁酯与 2-丙烯酸 -2-乙基己酯的聚合物,26760-85-0,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己基酯 :SML),6,22,,,
A4,FCA0197,2-丙烯酸丁酯与二乙烯基苯和苯乙烯的聚合物,60806-47-5,"按生产需要适量使用  ND(二乙烯基苯 :SML,DL=0.01mg/kg)",6,22,,,
A4,FCA0204,2-丙烯酸乙酯与 2-丙烯酸 -2-乙基己基酯的聚合物,26376-86-3,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己基酯 :SML),6,22,,,
A4,FCA0213,2-丙烯酸与苯乙烯、2-丙烯酸 -2-乙基己酯和 1-甲基乙烯基苯的聚合物,95654-84-5,按生产需要适量使用  0.05(2-苯丙烯 :SML);0.05(2-丙烯酸,-2-乙基己基酯,:SML),6,,22
A4,FCA0214,2-丙烯酸与苯乙烯、2-丙烯酸 -2-乙基己酯和 1-甲基乙烯基苯的聚合物钠盐,360564-28-9,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己基酯 :SML);0.05(2-苯丙烯,:SML),6,22,,
A4,FCA0215,2-丙烯酸与苯乙烯、2-丙烯酸丁酯和 1-甲基乙烯基苯的聚合物,77045-85-3,按生产需要适量使用  0.05(1-甲基乙烯基苯 :SML),6,22,,,
A4,FCA0216,2-丙烯酸与苯乙烯、2-丙烯酸丁酯和 1-甲基乙烯基苯的聚合物铵盐,360564-31-4,按生产需要适量使用  0.05(2-苯丙烯 :SML),6,22,,,
A4,FCA0217,2-丙烯酸与苯乙烯和 (1-甲基乙烯基 )苯的聚合物铵盐,89678-90-0,按生产需要适量使用  0.05(1-甲基乙烯基苯 :SML),6,22,,,
A4,FCA0218,2-丙烯酸与苯乙烯和 1-甲基乙烯基苯的聚合物钾盐,360564-25-6,按生产需要适量使用  0.05(苯丙烯 :SML),6,22,,,
A4,FCA0224,2-丙烯酰胺,79-06-1,"按生产需要适量使用  ND(丙烯酰胺 :SML,DL=0.01mg/kg)",,,,,
A4,FCA0230,2-甲基 -2-丙烯酸、2-丙烯酸乙酯的聚合物铵盐,37624-87-6,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A4,FCA0243,2-甲基 -2-丙烯酸甲酯和 2-丙烯酸 -2-乙基己基酯的聚合物,25265-15-0,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己基酯 :SML),6,23,,,
A4,FCA0246,2-甲基 -2-丙烯酸甲酯与 2-丙烯酸丁酯、苯乙烯和 2-丙烯酸的聚合物,27306-39-4,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己基酯 :SML),6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A4,FCA0250,2-甲基 -2-丙烯酸甲酯与 2-甲基 -2-丙烯酸缩水甘油酯和苯乙烯的聚合物,29564-58-7,按生产需要适量使用  0.02(2-甲基 -2-丙烯酸缩水甘油酯 :SML),6,23,当,,"2-甲基 -2-丙烯酸缩水甘油酯可与所接触食品或食品模拟物发生反应时 ,使用 0.02mg/6dm2(QM)作为其限量值"
A4,FCA0251,2-甲基 -2-丙烯酸甲酯与苯乙烯、2-丙烯酸 -2-乙基己酯、(1-甲基乙烯基 )苯和 2-丙烯酸的聚合物的铵盐,492467-53-5,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己酯 :SML),6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A4,FCA0258,2-甲基 -2-丙烯酸与 2-丙烯酸丁酯、1-十二烷基硫醇和 2-甲基 -2-丙烯酸甲酯的调聚物,67990-47-0,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A4,FCA0260,2-甲基 -2-丙烯酸与 2-丙烯酸丁酯、苯乙烯、(1-甲基乙烯基 )苯和 2-甲基 -2-丙烯酸甲酯的聚合物铵盐,665004-50-2,按生产需要适量使用  0.05(2-苯丙烯 :SML),6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A4,FCA0262,2-甲基 -2-丙烯酸与 2-丙烯酸丁酯、苯乙烯和 2-甲基 -2-丙烯酸甲酯的聚合物,25987-66-0,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A4,FCA0264,2-甲基 -2-丙烯酸与 2-丙烯酸乙酯、2-甲基 -2-丙烯酸甲酯和 2-丙烯酸的聚合物,25053-63-8,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A4,FCA0267,2-甲基 -2-丙烯酸与 2-甲基 -2-丙烯酸丁酯和 2-甲基 -2-丙烯酸甲酯的聚合物,28262-63-7,按生产需要适量使用  6 23,,,,,
A4,FCA0268,2-甲基 -2-丙烯酸与 2-甲基 -2-丙烯酸甲酯、2-甲基 -丙烯酸乙酯和 2-丙烯酸乙酯的聚合物,88684-44-0,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A4,FCA0270,2-甲基 -2-丙烯酸与 2-甲基 -2-丙烯酸甲酯和 2-甲基丙烯酸乙酯的聚合物,55765-89-4,按生产需要适量使用  6 23,,,,,
A4,FCA0273,2-甲基 -2-丙烯酸与苯乙烯、2-丙烯酸 -2-乙基己基酯和 2-甲基 -2-丙烯酸甲酯的聚合物,28377-44-8,按生产需要适量使用  0.05(2-丙烯酸 -2-乙基己基酯 :SML),6,23,,,
A4,FCA0274,2-甲基 -2-丙烯酸与苯乙烯、2-丙烯酸乙酯和 2-甲基 -2-丙烯酸甲酯的聚合物,28263-96-9,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A4,FCA0324,"3,5-二 (1,1-二甲基乙基 )-4-羟基 -苯丙酸 -1,6-己二基酯",35074-77-2,按生产需要适量使用  6(SML),,,,,
A4,FCA0357,"5-氨基 -1,3,3-三甲基环己基甲胺与 2,4-二异氰酸根合 -1-甲苯、α-氢 -ω羟基聚 [氧 -(甲基 -1,2-乙二基)]、5-异氰酸根合 -1-异氰酸根合甲基 -1,3,3-三甲基环己烷和 1,1'-亚甲基二 [4-异氰酸根合苯 ]的聚合物",379690-87-6,"按生产需要适量使用  1(QM,以异氰酸根计 );6(5-氨基 -1,3,3-三甲基环己甲胺 :SML);0.05(乙醇胺",:SML),ND(以异氰酸根计,",DL=0.01mg/kg);5(以",,"1,4-丁二醇计 ) 17;30"
A4,FCA0359,"5-氨基 -1,3,3-三甲基环己烷甲胺与 2,4-二异氰酸根合 -1-甲苯、α-氢 -ω-羟基聚 [氧 -(甲基 -1,2-乙二基)]、5-异氰酸根合 -1-异氰酸根合甲基 -1,3,3-三甲基环己烷和 1,1'-亚甲基二 [4-异氰酸根合苯 ]的聚合物  — 按生产需要适量使用  1(QM,以 1,3二异氰酸根合 -2-甲基苯计 );1(QM,2,4-二异氰酸基 -1-甲基苯 );6(5-氨基 -1,3,3-三甲基环己甲胺 :SML);1(QM,以二苯基甲烷 -4,4'-二异氰酸酯计 ) ND(DL=0.01mg/kg) 17",,,,,,,
A4,FCA0360,"5-氨基 -1,3,3-三甲基环己烷甲胺与 α-羟基 -ω-羟基聚 [2-甲基丙二醇与 1,4-丁二醇和己二酸 ]和 1,3,3-三甲基 -5-异氰酸基 -1-异氰酸 (基 )甲基环己烷的聚合物  — 按生产需要适量使用  1(1,3二异氰酸根合 -2-甲基苯 :QM);1(2,4-二异氰酸基 -1-甲基苯 :QM);6(5-氨基 -1,3,3-三甲基环己甲胺 ,SML);1(二苯基甲烷 -4,4'-二异氰酸酯 ,QM) ND(DL=0.01mg/kg) 17",,,,,,,
A4,FCA0382,"C.I.溶剂红 135;C.I.油溶红 135;8,9,10,11-四氯 -12H-酞吡呤 -12-酮",20749-68-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0393,"C.I.溶剂紫 13;1-羟基 -4-[(4-甲基苯基 )氨基 ]-9,10-蒽二酮",81-48-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0395,C.I.颜料白 21;硫酸钡,7727-43-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;钡元素 SML应符合附录 C规定",,,,,
A4,FCA0397,C.I.颜料白 6;二氧化钛,13463-67-7;1317-80-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0398,C.I.颜料橙 13,3520-72-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0399,C.I.颜料橙 16,6505-28-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0400,"C.I.颜料橙 36;2-[(4-氯 -2-硝基苯 )偶氮 ]-N-(2,3-二氢 -2-氧代 -1H-苯并咪唑 -5-基 )-3-氧代丁酰胺",12236-62-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0402,"C.I.颜料橙 61;2,3,4,5-四氯代 -6-氰基 -苯甲酸甲酯与 4-[(4-氨基苯基 )偶氮 ]-3-甲基苯胺和甲醇钠的反应产物",106276-78-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0403,"C.I.颜料橙 64;5-(2,3-二氢 -6-甲基 -2-氧代 -1H-苯并咪唑 -5-基 )偶氮 -6-羟基 -2,4(1H ,3H )-嘧啶三酮",72102-84-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0405,C.I.颜料橙 71,84632-50-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0409,C.I.颜料黑 7;炭黑,1333-86-4,"按生产需要适量使用 甲苯萃取物小于 1%,苯并 [a]芘含量小于 0.25mg/kg;应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0410,C.I.颜料红 101;三氧化二铁 ;氧化铁,1309-37-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铁元素 SML应符合附录 C规定",,,,,
A4,FCA0411,"C.I.颜料红 112;3-羟基 -N-(2-甲基苯基 )-4-[(2,4,5-三氯苯基 )偶氮 ]-2-萘甲酰胺",6535-46-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0412,"C.I.颜料红 122;5,12-二氢 -2,9-二甲基喹啉并 [2,3-b]吖啶 -7,14-二酮",980-26-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0413,C.I.颜料红 144,5280-78-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0414,"C.I.颜料红 146;N-(4-氯 -2,5-二甲氧基苯基 )-3-羟基 -4-[[2-甲氧基 -5-[(苯氨基 )羰基 ]苯基 ]偶氮 ]-2-萘甲酰胺",5280-68-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0416,"C.I.颜料红 166;N ,N'-1,4-亚苯基 -二 [4-(2,5-二氯苯基 )偶氮 ]-3-羟基萘 -2-甲酰胺",3905-19-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0418,"C.I.颜料红 177;4,4'-二氨基 -[1,1'-联二蒽 ]-9,9',10,10'-四酮",4051-63-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0421,C.I.颜料红 181,2379-74-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0423,"C.I.颜料红 202;5,12-二氢 -2,9-二氯 -喹啉并 [2,3-b]吖啶 -7,14-二酮",3089-17-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0424,"C.I.颜料红 207;5,12-二氢 -4,11-二氯 -喹啉并 [2,3-b]吖啶 -7,14-二酮",3089-16-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0427,"C.I.颜料红 214;N ,N'-(2,5-二氯 -1,4-亚苯基 )双 [4-[(2,5-二氯苯基 )偶氮 ]-3-羟基 -2-萘甲酰胺 ]",40618-31-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0428,C.I.颜料红 220,68259-05-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0429,"C.I.颜料红 221;3,3'-[(2,5-二氯 -1,4-亚苯基 )二 [亚胺羰基 (2-羟基 -3,1-亚萘基 )偶氮 ]]二 [4-甲基苯甲酸异丙酯 ]",71566-54-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0431,C.I.颜料红 254,84632-65-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A4,FCA0432,C.I.颜料红 264,88949-33-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
